messageId,platform,runtimeKey,namespace,owner,surface,status,displayPolicy,maxLength,emptyLocales,termIds,context,route,component,screenshotRef,ko,en,ja,zh,th,vi,serverMessageKey,updatedAt
page.login.passwordResetTitle,web,page.login.passwordResetTitle,page.login,login,accessibility,imported,,,,,,,,,비밀번호 찾기,Reset password,パスワード再設定,查找密码,รีเซ็ตรหัสผ่าน,Đặt lại mật khẩu,,2026-06-10
page.login.passwordResetVerificationCodeAria,web,page.login.passwordResetVerificationCodeAria,page.login,login,accessibility,imported,,,,,,,,,비밀번호 재설정 인증번호,Password reset verification code,パスワード再設定認証コード,密码重置 验证号码,รหัสยืนยันการรีเซ็ตรหัสผ่าน,Mã xác minh đặt lại mật khẩu,,2026-06-10
page.login.passwordSignupPlaceholder,web,page.login.passwordSignupPlaceholder,page.login,login,input,imported,,,,,,,,,비밀번호를 입력해 주세요,Enter your password,パスワードを入力してください,请输入您的密码,ใส่รหัสผ่านของคุณ,Nhập mật khẩu của bạn,,2026-06-10
page.login.previousImage,web,page.login.previousImage,page.login,login,text,imported,,,,,,,,,이전 이미지,Previous image,前の画像,上一张图片,รูปภาพก่อนหน้า,Hình ảnh trước đó,,2026-06-10
page.login.privacyPolicy,web,page.login.privacyPolicy,page.login,login,text,imported,,,,,,,,,개인정보 처리방침,Privacy Policy,プライバシーポリシー,隐私政策,นโยบายความเป็นส่วนตัว,Chính sách bảo mật,,2026-06-10
page.login.privacyNoticePrefix,web,page.login.privacyNoticePrefix,page.login,login,text,imported,,,,,,,,,개인정보는,Personal information is handled under the,個人情報は,个人信息将按照,ข้อมูลส่วนบุคคลจะได้รับการจัดการตาม,Thông tin cá nhân được xử lý theo,,2026-06-20
page.login.privacyNoticeSuffix,web,page.login.privacyNoticeSuffix,page.login,login,text,imported,,,,,,,,,에 따라 처리돼요.,.,に従って取り扱われます。,处理。,.,.,,2026-06-20
page.login.redirect.adminTokenMissing,web,page.login.redirect.adminTokenMissing,page.login,login,text,imported,,,,,,,,,관리자 로그인 토큰을 받지 못했어요. 소셜 로그인 설정을 확인해 주세요.,Could not receive an admin login token. Check the social login settings.,管理者ログイントークンを受け取れませんでした。ソーシャルログイン設定を確認してください。,未收到管理员登录令牌。请检查您的社交登录设置。,ไม่สามารถรับโทเค็นการเข้าสู่ระบบของผู้ดูแลระบบได้ ตรวจสอบการตั้งค่าการเข้าสู่ระบบโซเชียล,Không thể nhận được mã thông báo đăng nhập của quản trị viên. Kiểm tra cài đặt đăng nhập xã hội.,,2026-06-10
page.login.redirect.errorTitle,web,page.login.redirect.errorTitle,page.login,login,accessibility,imported,,,,,,,,,소셜 로그인에 실패했어요,Social login failed,ソーシャルログインに失敗しました,社交登录失败,การเข้าสู่ระบบโซเชียลล้มเหลว,Đăng nhập mạng xã hội không thành công,,2026-06-10
page.login.redirect.loading,web,page.login.redirect.loading,page.login,login,text,imported,,,,,,,,,로그인중입니다.,Signing in.,ログイン中です。,您正在登录。,กำลังลงชื่อเข้าใช้,Đang đăng nhập.,,2026-06-10
page.login.requiredConsentLabel,web,page.login.requiredConsentLabel,page.login,login,text,imported,,,,,,,,,[필수],[Required],[必須],[必填],[จำเป็น],[Bắt buộc],,2026-06-20
page.login.showPassword,web,page.login.showPassword,page.login,login,text,imported,,,,,,,,,비밀번호 보기,Show password,パスワードを表示,查看密码,แสดงรหัสผ่าน,Hiển thị mật khẩu,,2026-06-10
page.login.signupLink,web,page.login.signupLink,page.login,login,text,imported,,,,,,,,,회원가입,Sign up,アカウント作成,加入会员,ลงทะเบียน,Đăng ký,,2026-06-10
page.login.signupTitle,web,page.login.signupTitle,page.login,login,accessibility,imported,,,,,,,,,회원가입,Sign up,アカウント作成,加入会员,ลงทะเบียน,Đăng ký,,2026-06-10
page.login.sixDigitVerificationCodePlaceholder,web,page.login.sixDigitVerificationCodePlaceholder,page.login,login,input,imported,,,,,,,,,6자리 인증번호,6-digit verification code,6桁の認証コード,6位验证码,รหัสยืนยัน 6 หลัก,Mã xác minh gồm 6 chữ số,,2026-06-10
page.login.submitLogin,web,page.login.submitLogin,page.login,login,button,imported,,,,,,,,,로그인,Sign in,ログイン,登录,เข้าสู่ระบบ,Đăng nhập,,2026-06-10
page.login.submitSignup,web,page.login.submitSignup,page.login,login,button,imported,,,,,,,,,계정 만들기,Create account,アカウントを作成,创建一个帐户,สร้างบัญชี,Tạo tài khoản,,2026-06-10
page.login.termsConnector,web,page.login.termsConnector,page.login,login,text,imported,,,,,,,,,및,and,および,和,และ,và,,2026-06-10
page.login.termsAgreementSuffix,web,page.login.termsAgreementSuffix,page.login,login,text,imported,,,,,,,,,에 동의해요.,.,に同意します。,。,.,.,,2026-06-20
page.login.termsOfService,web,page.login.termsOfService,page.login,login,text,imported,,,,,,,,,이용약관,Terms of Service,利用規約,服务条款,ข้อกำหนดในการให้บริการ,Điều khoản dịch vụ,,2026-06-20
page.login.termsPrefix,web,page.login.termsPrefix,page.login,login,text,imported,,,,,,,,,버튼을 누르면,"By continuing, you agree to the",続行すると,当您按下按钮时,การดำเนินการต่อแสดงว่าคุณยอมรับ,"Bằng cách tiếp tục, bạn đồng ý với",,2026-06-10
page.login.termsSuffix,web,page.login.termsSuffix,page.login,login,text,imported,,,,,,,,,에 동의해요.,.,に同意したものとみなされます。,。,.,.,,2026-06-20
page.login.termsSuffixStrict,web,page.login.termsSuffixStrict,page.login,login,text,imported,,,,,,,,,에 동의합니다.,.,に同意したものとみなされます。,。,.,.,,2026-06-20
page.login.title,web,page.login.title,page.login,login,accessibility,imported,,,,,,,,,로그인,Sign in,ログイン,登录,เข้าสู่ระบบ,Đăng nhập,,2026-06-10
page.login.validation.emailInvalid,web,page.login.validation.emailInvalid,page.login,login,text,imported,,,,,,,,,올바른 이메일 주소를 입력해 주세요.,Enter a valid email address.,有効なメールアドレスを入力してください。,请输入有效的电子邮件地址。,ป้อนที่อยู่อีเมลที่ถูกต้อง,Nhập địa chỉ email hợp lệ.,,2026-06-10
page.login.validation.emailVerificationRequired,web,page.login.validation.emailVerificationRequired,page.login,login,text,imported,,,,,,,,,이메일 인증을 완료해 주세요.,Complete email verification.,メール認証を完了してください。,请完成电子邮件验证。,ยืนยันอีเมลให้เสร็จสมบูรณ์,Hoàn tất xác minh email.,,2026-06-10
page.login.validation.loginRequired,web,page.login.validation.loginRequired,page.login,login,text,imported,,,,,,,,,이메일과 비밀번호를 입력해 주세요.,Enter your email and password.,メールアドレスとパスワードを入力してください。,请输入您的电子邮件和密码。,กรอกอีเมลและรหัสผ่านของคุณ,Nhập email và mật khẩu của bạn.,,2026-06-10
page.login.validation.nameRequired,web,page.login.validation.nameRequired,page.login,login,text,imported,,,,,,,,,이름을 입력해 주세요.,Enter your name.,名前を入力してください。,请输入您的姓名。,ใส่ชื่อของคุณ,Nhập tên của bạn.,,2026-06-10
page.login.validation.passwordConfirmRequired,web,page.login.validation.passwordConfirmRequired,page.login,login,text,imported,,,,,,,,,비밀번호를 다시 입력해 주세요.,Enter the password again.,パスワードをもう一度入力してください。,请重新输入您的密码。,ป้อนรหัสผ่านอีกครั้ง,Nhập lại mật khẩu.,,2026-06-10
page.login.validation.passwordMinLength,web,page.login.validation.passwordMinLength,page.login,login,text,imported,,,,,,,,,비밀번호는 {{count}}자 이상 입력해 주세요.,Enter at least {{count}} characters for your password.,パスワードは{{count}}文字以上で入力してください。,请输入至少 {{count}} 个字符作为您的密码。,ป้อนอักขระอย่างน้อย {{count}} สำหรับรหัสผ่านของคุณ,Nhập ít nhất {{count}} ký tự cho mật khẩu của bạn.,,2026-06-10
page.login.validation.passwordMismatch,web,page.login.validation.passwordMismatch,page.login,login,text,imported,,,,,,,,,비밀번호가 서로 달라요.,Passwords do not match.,パスワードが一致しません。,密码不同。,รหัสผ่านไม่ตรงกัน,Mật khẩu không khớp.,,2026-06-10
page.login.validation.termsRequired,web,page.login.validation.termsRequired,page.login,login,text,imported,,,,,,,,,이용약관에 동의해 주세요.,Agree to the Terms of Service.,利用規約に同意してください。,请同意服务条款。,ยอมรับข้อกำหนดในการให้บริการ,Đồng ý với Điều khoản dịch vụ.,,2026-06-20
page.login.validation.verificationCodeRequired,web,page.login.validation.verificationCodeRequired,page.login,login,text,imported,,,,,,,,,인증번호를 입력해 주세요.,Enter the verification code.,認証コードを入力してください。,请输入您的身份验证号码。,ป้อนรหัสยืนยัน,Nhập mã xác minh.,,2026-06-10
page.login.validation.verificationConfirmRequired,web,page.login.validation.verificationConfirmRequired,page.login,login,text,imported,,,,,,,,,인증 확인을 완료해 주세요.,Confirm the verification code first.,先に認証確認を完了してください。,请完成身份验证。,ยืนยันรหัสยืนยันก่อน,Xác nhận mã xác minh trước.,,2026-06-10
page.login.verificationCodeAria,web,page.login.verificationCodeAria,page.login,login,accessibility,imported,,,,,,,,,이메일 인증번호,Email verification code,メール認証コード,邮箱验证码,รหัสยืนยันอีเมล,Mã xác minh email,,2026-06-10
page.login.verificationCodePlaceholder,web,page.login.verificationCodePlaceholder,page.login,login,input,imported,,,,,,,,,인증번호를 입력해 주세요,Enter the verification code,認証コードを入力してください,请输入您的验证码,ป้อนรหัสยืนยัน,Nhập mã xác minh,,2026-06-10
page.login.verificationComplete,web,page.login.verificationComplete,page.login,login,text,imported,,,,,,,,,인증 완료,Verified,認証完了,验证完成,ตรวจสอบแล้ว,Đã xác minh,,2026-06-10
